symbol,name
POWERGRID,Power Grid Corp
POWERICA,Powerica
POWERINDIA,Hitachi Energy
POWERMECH,Power Mech Projects
PPAP,PPAP Automotive
PPL,Prakash Pipes
PPLPHARMA,Piramal Pharma
PRABHA,Prabha Energy
PRADPME,Pradeep Metals
PRAENG,Prajay Engineers
PRAJIND,Praj Industries
PRAKASH,Prakash Industries
PRAKASHSTL,Prakash Steelage
PRAVEG,Praveg
PRECAM,Precision Camshafts
PRECOT,Precot
PRECWIRE,Precision Wires
PREMCO,Premco Global
PREMEXPLN,Premier Explosives
PREMIERENE,Premier Energies
PRESTIGE,Prestige Estates
PRICOLLTD,Pricol
PRIMESECU,Prime Securities
PRIMO,Primo Chemicals
PRINCEPIPE,Prince Pipes
PRITI,Priti International
PRITIKAUTO,Pritika Auto Industr
PRIVISCL,Privi Speciality Che
PROSTARM,Prostarm Info System
PROTEAN,Protean e-Gov Tech.
PROZONER,Prozone Realty
PRSMJOHNSN,Prism Johnson
PRUDENT,Prudent
PRUDMOULI,Prudential Sugar
PSB,Punjab & Sind Bank
PSPPROJECT,PSP Projects
PSUBANK,Kotak Mahindra Mutual Fun
PSUBANKADD,DSPPSBKETF
PSUBNKBEES,Nippon India ETF PSU Bank BeES
PSUBNKIETF,PSUBANKICI
PTC,PTC India
PTCIL,PTC Industries
PTL,PTL Enterprises
PUNJABCHEM,Punjab Chem. & Corp
PURVA,Puravankara
PVP,PVP Ventures
PVRINOX,PVR
PVSL,Popular Vehicles and Services Ltd
PVTBANIETF,PVTBANIETF
PVTBANKADD,PVTBANKADD
PVTBKGROWW,PVTBKGROWW
PWL,Physicswallah
PYRAMID,Pyramid Technoplast
QGOLDHALF,Quantum Gold Fund - E T F
QNIFTY,Quantum Index
QUADFUTURE,Quadrant Future Tek
QUAL30IETF,QUAL30IETF
QUALITY30,QUALITY30
QUESS,Quess Corp
QUICKHEAL,Quick Heal Tech
QUINT,Quint Digital
RACLGEAR,RACL Geartech
RADAAN,Radaan Media Works
RADHIKAJWE,Radhika Jeweltech
RADIANTCMS,Radiant Cash Mgmnt.
RADICO,Radico Khaitan
RADIOCITY,Music Broadcast
RAILTEL,Railtel Corp
RAIN,Rain Industries
RAINBOW,Rainbow Children
RAJMET,Rajnandini Metal
RAJOOENG,Rajoo Engineers
RAJPALAYAM,Rajapalayam Mills
RAJRATAN,Rajratan Global Wire
RAJSREESUG,Rajshree Sugars
RAJTV,Raj Television
RALLIS,Rallis India
RAMANEWS,Shree Rama Newsprint
RAMAPHO,Rama Phosphates
RAMASTEEL,Rama Steel Tubes
RAMCOCEM,Ramco Cements
RAMCOIND,Ramco Inds.
RAMCOSYS,Ramco Systems
RAMKY,Ramky Infrastructure
RAMRAT,Ram Ratna Wires
RANASUG,Rana Sugars
RANEHOLDIN,Rane Holdings
RATEGAIN,RateGain
RATNAMANI,Ratnamani Metals
RATNAVEER,Ratnaveer Precision
RAYMOND,Raymond
RAYMONDLSL,Raymond Lifestyle
RAYMONDREL,Raymond Realty
RBA,Restaurant Brands
RBLBANK,RBL Bank
RBZJEWEL,RBZ Jewellers
RCF,Rashtriya Chemical
RECLTD,RECL
REDINGTON,Redington
REDTAPE,Redtape
REFEX,Refex Industries
REGENCERAM,Regency Ceramics
RELAXO,Relaxo Footwears
RELCHEMQ,Reliance Chemo
RELIABLE,Reliable Data Serv
RELIANCE,Reliance Industries
RELIGARE,Religare Enterprises
RELTD,Ravindra Energy
REMSONSIND,Remsons Industries
RENUKA,Shree Renuka Sugars
REPCOHOME,Repco Home Finance
REPL,Rudrabhishek Entr
REPRO,Repro India
RESPONIND,Responsive Industries
RETAIL,JHS Svendgaard Retl
RGL,Renaissance Global
RHETAN,Rhetan TMT
RHIM,RHI Magnesita
RHL,Robust Hotels
RICOAUTO,Rico Auto Inds
RIIL,Reliance Indl. Infra
RISHABH,Rishabh Instruments
RITCO,Ritco
RITES,RITES
RKDL,Ravi Kumar Distill
RKEC,RKEC Projects
RKFORGE,Ramkrishna Forgings
RKSWAMY,RK Swamy
RMDRIP,RM Drip & Sprinklers
RML,Rane Madras
RNBDENIMS,R & B Denims
ROHLTD,Royal Orchid Hotel
ROLEXRINGS,Rolex Rings
ROML,Raj Oil Mills
ROSSARI,Rossari Biotech
ROSSELLIND,Rossell India
ROSSTECH,Rossell Techsys
ROTO,Roto Pumps
ROUTE,Route Mobile
RPEL,Raghav Productivity
RPGLIFE,RPG Life Sciences
RPOWER,Reliance Power
RPPINFRA,RPP Infra Projects
RPPL,Rajshree Polypack
RPSGVENT,RPSG Ventures
RPTECH,Rashi Peripheral
RRIL,RRIL
RRKABEL,RR Kabel
RSDFIN,RSD Finance
RSL,Rajputana Stainless
RSWM,RSWM
RSYSTEMS,R Systems Intl.
RTNINDIA,RattanIndia Entr
RTNPOWER,RattanIndia Power
RUBFILA,Rubfila Intl
RUBICON,Rubicon Research
RUBYMILLS,Ruby Mills
RUCHINFRA,Ruchi Infra
RUCHIRA,Ruchira Papers
RUPA,Rupa & Company
RUSHIL,Rushil Decor
RUSTOMJEE,Keystone Realtors
RVHL,Ravinder Heights
RVNL,Rail Vikas Nigam
RVTH,Revathi Equip. Ind.
SAATVIKGL,Saatvik Green Energy
SADBHAV,Sadbhav Engineering
SADBHIN,Sadbhav Infra
SAFARI,Safari Industries(I)
SAGARDEEP,Sagardeep Alloys
SAGCEM,Sagar Cements
SAGILITY,Sagility
SAHLIBHFI,Shalibhadra Finance
SAHYADRI,Sahyadri Industries
SAIL,SAIL
SAILIFE,Sai Life Sciences
SAIPARENT,Sai Parenteral's
SAKAR,Sakar Healthcare
SAKHTISUG,Sakthi Sugars
SAKSOFT,Saksoft
SALASAR,Salasar Techno
SALONA,Salona Cotspin
SALZERELEC,Salzer Electronics
SAMBHAAV,Sambhaav Media
SAMBHV,Sambhv Steel Tubes
SAMHI,Samhi Hotels
SAMMAANCAP,Sammaan Capital
SAMPANN,Sampann Utpadan
SANATHAN,Sanathan Textiles
SANDESH,Sandesh
SANDHAR,Sandhar Technologies
SANDUMA,Sandur Manganese
SANGAMIND,Sangam India
SANGHVIMOV,Sanghvi Movers
SANOFI,Sanofi India
SANOFICONR,Sanofi Cons. Health
SANSERA,Sansera Engineering
SANSTAR,Sanstar
SAPPHIRE,Sapphire Foods
SAPPL,Shree Ajit Pulp
SARDAEN,Sarda Energy
SAREGAMA,Saregama India
SARLAPOLY,Sarla Performance
SASKEN,Sasken Technologies
SATIA,Satia Industries
SATIN,Satin Creditcare
SAURASHCEM,Saurashtra Cement
SAYAJIHOTL,Sayaji Hotels
SBC,SBC Exports
SBCL,Shivalik Bimetal
SBFC,SBFC Finance
SBGLP,Suratwwala Group
SBIBPB,SBIBPB
SBICARD,SBI Cards And Payment
SBIETFCON,SBIETFCON
SBIETFIT,SBIETFIT
SBIETFPB,SBIETFPB
SBIETFQLTY,SBIETFQLTY
SBILIFE,SBI Life Insurance
SBILIQETF,SBILIQETF
SBIMIDMOM,SBIMIDMOM
SBIN,SBI
SBINEQWETF,SBINEQWETF
SBINMID150,SBINMID150
SBISILVER,SBISILVER
SBISMLETF,SBISMLETF
SBIVALETF,SBIVALETF
SCANSTL,Scan Steels
SCHAEFFLER,Schaeffler India
SCHAND,S Chand & Co
SCHNEIDER,Schneider Electric
SCI,Shipping Corporation
SCILAL,Ship.Corp.(I) Land
SCODATUBES,Scoda Tubes
SDBL,Som DistilleriesBrew
SEAMECLTD,Seamec
SECMARK,SecMark Consultancy
SECURKLOUD,Securekloud Tech
SEDEMAC,Sedemac Mechatronics
SEIL,Shanti Educational
SELECTIPO,SELECTIPO
SELMC,SEL Mfg
SENCO,Senco Gold
SENORES,Senores Pharmaceutic
SENSEXADD,SENSEXADD
SENSEXBETA,UTISENSETF
SENSEXETF,SENSEXETF
SENSEXIETF,SENSEXIETF
SEPC,SEPC
SERVOTECH,Servotech Renewable
SESHAPAPER,Seshasayee Paper
SETF10GILT,SBI ETF 10 yr Gilt
SETFGOLD,SBI MF - SBI Gol
SETFNIF50,SETFNIFTY
SETFNIFBK,SETFBANK
SETFNN50,SBI ETF Nifty Next 50
SETL,Standard Engineering
SFL,Sheela Foam
SGFIN,SG Finserve
SGIL,Synergy Green Inds
SGL,STL Global
SGMART,SG Mart
SHADOWFAX,Shadowfax Tech.
SHAH,Shah Metacorp
SHAHALLOYS,Shah Alloys
SHAILY,Shaily
SHAKTIPUMP,Shakti Pumps
SHALBY,Shalby
SHALPAINTS,Shalimar Paints
SHANTI,Shanti Overseas
SHANTIGEAR,Shanthi Gears
SHANTIGOLD,Shanti Gold Internat
SHARDACROP,Sharda Cropchem
SHARDAMOTR,Sharda Motor
SHARDUL,Shardul Securities
SHAREINDIA,Share India
SHARIABEES,SHARIABEES
SHBAJRG,Shri Bajrang
SHEMAROO,Shemaroo Enter
SHILCTECH,Shilchar Tech
SHILPAMED,Shilpa Medicare
SHINDL,Sharat Industries
SHIVATEX,Shiva Texyarn
SHIVAUM,Shiv Aum Steels
SHK,SH Kelkar & Co
SHOPERSTOP,Shoppers Stop
SHRADHA,Shradha Realty
SHREDIGCEM,Shree DigvijayCement
SHREECEM,Shree Cement
SHREEJISPG,Shreeji Ship.Global
SHREEPUSHK,Shree Pushkar Chem
SHREERAMA,Shree Rama Tech
SHREYANIND,Shreyans Inds
SHRIKRISH,Shri Krishna Devcon
SHRINGARMS,Shringar House
SHRIPISTON,SPR Auto Technologie
SHRIRAMFIN,Shriram Finance
SHRIRAMPPS,Shriram Properties
SHYAMCENT,Shyam Century
SHYAMMETL,Shyam Metalics
SICAGEN,Sicagen India
SIEMENS,Siemens
SIGIND,Signet Industries
SIGMA,Sigma Solve
SIGMAADV,Sigma Advanced Syste
SIGNATURE,Signatureglobal Ind.
SIGNPOST,Signpost India
SIKA,Sika Interplant Sys
SIKKO,Sikko Industries
SIL,Standard Industries
SILGO,Silgo Retail
SILINV,SIL Investments
SILLYMONKS,Silly Monks Enter
SILVER,Aditya BSL Silver ETF
SILVER1,KOTAKSILVE
SILVER360,SILVER360
SILVERADD,DSP Silver ETF
SILVERAG,SILVRETF
SILVERBEES,SILVERBEES
SILVERBETA,SILVERETF
SILVERBND,SILVERBND
SILVERCASE,Zerodha Silver ETF
SILVERIETF,ICICI Prudential Silver ETF
SILVERTUC,Silver Touch
SIMPLEXINF,Simplex Infra
SINCLAIR,Sinclairs Hotels
SINDHUTRAD,Sindhu Trade Links
SINGERIND,Singer India
SINTERCOM,Sintercom India
SIRCA,SIRCA Paints India
SIS,SIS
SIYSIL,Siyaram Silk Mills
SJS,SJS Enterprises
SJVN,SJVN
SKFINDIA,SKF India
SKFINDUS,SKF India (Indust.)
SKIPPER,Skipper
SKMEGGPROD,SKM Egg Products
SKYGOLD,Sky Gold & Diamonds
SMALL250,SMALL250
SMALLADD,SMALLADD
SMALLCAP,SMALLCAP
SMARTWORKS,Smartworks Coworking
SMCGLOBAL,SMC Global Sec.
SML100CASE,SML100CASE
SMLMAH,SML Mahindra
SMLT,Sarthak Metals
SMSPHARMA,SMS Pharmaceuticals
SNOWMAN,Snowman Logistics
SNXT30BEES,SNXT30BEES
SNXT50BETA,UTISXN50
SOBHA,Sobha
SOLARA,Solara Active Pharma
SOLARINDS,Solar Industries
SOLARWORLD,Solarworld Energy So
SOLEX,Solex Energy
SOMANYCERA,Somany Ceramics
SOMATEX,Soma Textiles
SOMICONVEY,Somi Conveyor
SONACOMS,Sona BLW Precision
SONAL,Sonal Mercantile
SONAMLTD,Sonam
SONATSOFTW,Sonata Software
SOTL,Savita Oil Tech
SOUTHBANK,South Indian Bank
SOUTHWEST,SW Pinnacle
SPAL,SP Apparels
SPANDANA,Spandana Sphoorty
SPARC,Sun Pharma Adv. Res
SPCENET,Spacenet Entr
SPECIALITY,Speciality Restaurants
SPECTRUM,Spectrum Electrical
SPENCERS,Spencer's Retail
SPIC,Southern Petrochem
SPLIL,SPL Industries
SPLPETRO,Supreme Petrochem
SPMLINFRA,SPML Infra
SPORTKING,Sportking India
SRD,Shankar Lal Rampal
SREEL,Sreeleathers
SRF,SRF
SRGHFL,SRG Housing
SRHHYPOLTD,Sree Rayalaseema
SRM,SRM Contractors Ltd
SRTL,Shree Ram Twistex
SSDL,Saraswati Saree Dep.
SSWL,Steel Strips Wheels
STALLION,Stallion India Fluor
STANLEY,Stanley Lifestyles
STAR,Strides Pharma
STARCEMENT,Star Cement
STARHEALTH,Star Health Insurance
STARPAPER,Star Paper Mills
STARTECK,Starteck Finance
STCINDIA,STC
STEELCAS,Steelcast
STEELCITY,Steel City Secs
STEELXIND,Steel Exchange India
STEL,STEL Holdings
STERTOOLS,Sterling Tools
STOVEKRAFT,Stove Kraft
STUDDS,Studds Accessories
STYL,Seshaasai Technologi
STYLAMIND,Stylam Industries
STYRENIX,Styrenix Performance
SUBROS,Subros
SUDARCOLOR,Sudarshan Colorants
SUDARSCHEM,Sudarshan Chemicals
SUDEEPPHRM,Sudeep Pharma
SUKHJITS,Sukhjit Starch
SULA,Sula Vineyards
SUMEETINDS,Sumeet Industries
SUMICHEM,Sumitomo Chemical
SUMMITSEC,Summit Securities
SUNCLAY,Sundaram-Clayton
SUNDARAM,Sundaram Multi Pap
SUNDARMFIN,Sundaram Finance
SUNDRMBRAK,Sundaram Brake Lin
SUNDRMFAST,Sundram Fasteners
SUNDROP,Sundrop Brands
SUNFLAG,Sunflag Iron
SUNPHARMA,Sun Pharma Inds.
SUNTECK,Sunteck Realty
SUNTV,Sun TV Network
SUPERHOUSE,Super house
SUPERSPIN,Super Spinning Mills
SUPRAJIT,Suprajit Engineering
SUPREME,Supreme Holdings
SUPREMEIND,Supreme Industries
SUPREMEINF,Supreme Infra
SUPRIYA,Supriya Lifescience
SURAJEST,Suraj Estate Develop
SURAJLTD,Suraj
SURAKSHA,Suraksha Diagnostic
SURANASOL,Surana Solar
SURANAT&P,Surana Telecom
SURYALA,Suryalata Spg Mills
SURYALAXMI,Suryalakshmi Cotton
SURYAROSNI,Surya Roshni
SURYODAY,Suryoday Small Fin
SUTLEJTEX,Sutlej Textiles
SUVEN,Suven Life Sciences
SUVIDHAA,Suvidhaa Infoserve
SUYOG,Suyog Telematics
SUZLON,Suzlon Energy
SVLL,Shree Vasu Logistics
SWANCORP,Swan Corp
SWARAJENG,Swaraj Engines
SWELECTES,Swelect Energy
SWIGGY,Swiggy
SWSOLAR,Sterling
SYMPHONY,Symphony
SYNCOMF,Syncom Formulations
SYNGENE,Syngene Intl
SYRMA,Syrma SGS Technology
SYSTMTXC,Systematix Corp
TAALTECH,TAAL Tech
TAINWALCHM,Tainwala Chemicals
TAJGVK,Taj GVK Hotels
TALBROAUTO,Talbros Automotive
TAMBOLIIN,Tamboli Industries
TANLA,Tanla Platforms
TARACHAND,Tara Chand Infra.
TARAPUR,Tarapur Transformers
TARC,TARC
TARIL,Transformers India
TARMAT,Tarmat
TARSONS,Tarsons Products
TASTYBITE,Tasty Bite Eatables
TATACAP,Tata Capital
TATACHEM,Tata Chemicals
TATACOMM,Tata Communications
TATACONSUM,Tata Consumer Produc
TATAELXSI,Tata Elxsi
TATAGOLD,TATAGOLD
TATAINVEST,Tata Investment Corp
TATAPOWER,Tata Power
TATASTEEL,Tata Steel
TATATECH,Tata Technologies
TATSILV,TATSILV
TATVA,Tatva Chintan
TBOTEK,TBO Tek
TBZ,TBZ
TCC,TCC Concept
TCI,TCI
TCIEXP,TCI Express
TCIFINANCE,TCI Finance
TCPLPACK,TCPL Packaging
TCS,TCS
TDPOWERSYS,TD Power Systems
TEAMGTY,Team India Guaranty
TEAMLEASE,TeamLease Services
TECH,Aditya BSL Nifty IT ETF
TECHM,Tech Mahindra
TECHNOE,Techno Electric
TECHNVISN,TechNVision
TECILCHEM,Tecil Chemical
TEGA,Tega Industries
TEJASNET,Tejas Networks
TEMBO,Tembo Global Inds
TENNIND,Tenneco Clean Air
TERASOFT,Tera Software
TEXINFRA,Texmaco Infra
TEXMOPIPES,Texmo Pipes
TEXRAIL,Texmaco Rail
TFCILTD,TFCI
TFL,Transwarranty Fin
TGBHOTELS,TGB Banquets
THACKER,Thacker & Co
THAKDEV,Thakkers Developer
THANGAMAYL,Thangamayil Jeweller
THEINVEST,Inv Trust of India
THEJO,Thejo Engg
THELEELA,Leela Palaces Hotels
THEMISMED,Themis Medicare
THERMAX,Thermax
THOMASCOOK,Thomas Cook India
THOMASCOTT,Thomas Scott India
THYROCARE,Thyrocare Tech
TI,Tilaknagar Inds
TICL,Twamev Construction
TIIL,Technocraft Inds
TIINDIA,Tube Investments
TIJARIA,Tijaria Polypipes
TIL,TIL
TIMETECHNO,Time Technoplast
TIMEX,Timex Group
TIMKEN,Timken India
TINNARUBR,Tinna Rubber
TIPSFILMS,Tips Films
TIPSMUSIC,Tips Music
TIRUMALCHM,Thirumalai Chemicals
TITAGARH,Titagarh Railsystems
TITAN,Titan Co
TMB,Tamilnad Mercantile
TMCV,Tata Motors Commercial
TMPV,Tata Motors Passenger
TNIDETF,TNIDETF
TNPETRO,TN Petro Products
TNPL,TN Newsprint
TNTELE,TN Telecommunication
TOLINS,Tolins Tyres
TOP100CASE,Zerodha Nifty 100ETF
TOP10ADD,TOP10ADD
TOP15IETF,TOP15IETF
TOP20,TOP20
TORNTPHARM,Torrent Pharma
TORNTPOWER,Torrent Power
TOTAL,Total Transport
TOUCHWOOD,Touchwood Enter
TPHQ,Teamo Productions HQ
TPLPLASTEH,TPL Plastech
TRACXN,Tracxn Technologies
TRANSPEK,Transpek Industry
TRANSRAILL,Transrail Lighting
TRANSWORLD,Transworld Shipping
TRAVELFOOD,Travel Food Services
TREEHOUSE,Tree House Education
TREJHARA,Trejhara Solutions
TREL,Transindia Real Est
TRENT,Trent
TRF,TRF
TRIDENT,Trident
TRIGYN,Trigyn Technologies
TRITURBINE,Triveni Turbine
TRIVENI,Triveni Engg
TRU,TruCap Finance
TRUALT,TruAlt Bioenergy
TSFINV,TSF Investments
TTKHLTCARE,TTK Healthcare
TTKPRESTIG,TTK Prestige
TTL,TT
TTML,Tata Tele (Maha)
TVSELECT,TVS Electronics
TVSHLTD,TVS Holdings
TVSMOTOR,TVS Motor Company
TVSSCS,TVS Supply Chain Sol
TVSSRICHAK,TVS Srichakra
TVTODAY,TV Today Network
TVVISION,TV Vision
TWCGOLDETF,TWCGOLDETF
UBL,United Breweries
UCAL,UCAL
UCOBANK,UCO Bank
UDS,Updater Services
UEL,Ujaas Energy
UFBL,United Foodbrands
UFLEX,Uflex
UFO,UFO Moviez India
UGARSUGAR,Ugar Sugar Works
UGROCAP,Ugro Capital
UJJIVANSFB,Ujjivan Small Fin
ULTRACEMCO,UltraTech Cement
ULTRAMAR,Ultramar & Pigments
UMAEXPORTS,Uma Exports
UMIYA-MRO,Umiya Buildcon
UNICHEMLAB,Unichem Laboratories
UNIDT,United Drilling
UNIECOM,Unicomm. eSolutions
UNIENTER,Uniphos Enterprises
UNIMECH,Unimech Aerospace
UNIONBANK,Union Bank of India
UNIONGOLD,UNIONGOLD
UNIPARTS,Uniparts India
UNITDSPR,United Spirits
UNITECH,Unitech
UNITEDTEA,United Nilgiri
UNIVASTU,Univastu India
UNIVCABLES,Universal Cables
UNOMINDA,UNO Minda
UPL,UPL
URAVIDEF,Uravi Defence&Tech.
URBANCO,Urban Company
URJA,Urja Global
USHAMART,Usha Martin
USK,Udayshivakumar Infra
UTIAMC,UTI Asset Management
UTKARSHBNK,Utkarsh Small Fin.
UTLSOLAR,Fujiyama Power Syste
UTTAMSUGAR,Uttam Sugar Mills
UYFINCORP,UY Fincorp
V2RETAIL,V2 Retail
VADILALIND,Vadilal Industries
VAIBHAVGBL,Vaibhav Global
VAKRANGEE,Vakrangee
VAL30IETF,ICICI Prudential Nif
VALIANTORG,Valiant Organics
VALUE,Mirae Asset Nifty 500 Value 50 ETF
VARDHACRLC,Vardhman Acrylics
VARROC,Varroc Engineering
VASWANI,Vaswani Industries
VBL,Varun Beverages
VCL,Vaxtex Cotfab
VEDL,Vedanta
VEEDOL,Veedol Corporation
VELJAN,Veljan Denison
VENKEYS,Venky's India
VENTIVE,Ventive Hospitality
VENUSPIPES,Venus Pipes & Tubes
VENUSREM,Venus Remedies
VERANDA,Veranda Learning
VESUVIUS,Vesuvius India
VETO,Veto Switch Gears
VGL,Varvee Global
VGUARD,V-Guard Inds.
VHL,Vardhman Holdings
VIDHIING,Vidhi Specialty
VIDYAWIRES,Vidya Wires
VIJAYA,VDC
VIKASECO,Vikas Ecotech
VIKASLIFE,Vikas Lifecare
VIKRAMSOLR,Vikram Solar
VIKRAN,Vikran Engineering
VIMTALABS,Vimta Labs
VINATIORGA,Vinati Organics
VINCOFE,Vintage Coffee
VINDHYATEL,Vindhya Telelinks
VINNY,Vinny Overseas
VINYLINDIA,Vinyl Chemicals
VIPIND,VIP Industries
VIPULLTD,Vipul
VIRINCHI,Virinchi
VISAKAIND,Visaka Industries
VISHNU,Vishnu Chemicals
VISHWARAJ,Vishwaraj Sugar
VIVIDHA,Visagar Polytex
VIYASH,Viyash Scientific
VLSFINANCE,VLS Finance
VMART,V-Mart Retail
VMM,Vishal Mega Mart
VOLTAMP,Voltamp Transformers
VOLTAS,Voltas
VRAJ,Vraj Iron & Steel
VRLLOG,VRL Logistics
VSSL,Vardhman Steel
VSTIND,VST Industries
VSTL,Vibhor Steel Tubes
VSTTILLERS,VST Tillers Tractors
VTL,Vardhman Textiles
WAAREEENER,Waaree Energies
WAAREEINDO,Indosolar
WAAREERTL,Waaree Renewables
WABAG,VA Tech Wabag
WAKEFIT,Wakefit Innovations
WALCHANNAG,Walchandnagar Inds
WANBURY,Wanbury
WCIL,Western Carriers
WEALTH,Wealth First
WEBELSOLAR,Websol Energy System
WEIZMANIND,Weizmann
WEL,Wonder Electricals
WELCORP,Welspun Corp
WELENT,Welspun Enterprises
WELSPLSOL,Welspun Specialty
WELSPUNLIV,Welspun Living
WENDT,Wendt India
WESTLIFE,Westlife Development
WEWORK,Wework India Managem
WHEELS,Wheels India
WHIRLPOOL,Whirlpool Of India
WILLAMAGOR,Williamson Magor
WIMPLAST,Wim Plast
WINDLAS,Windlas Biotech
WINDMACHIN,Windsor Machines
WIPL,The Western Indian
WIPRO,Wipro
WOCKPHARMA,Wockhardt
WONDERLA,Wonderla Holidays
WORTHPERI,Worth Peripherals
WPIL,WPIL
WSI,WS Industries India
WSTCSTPAPR,West Coast Paper
XCHANGING,Xchanging Solutions
XELPMOC,Xelpmoc Design
XPROINDIA,Xpro India
XTGLOBAL,Xtglobal Infotech
YASHO,Yasho Industries
YATHARTH,Yatharth Hospital
YATRA,Yatra Online
YESBANK,Yes Bank
YUKEN,Yuken India
ZAGGLE,Zaggle Prepaid Ocean
ZEEL,Zee Entertainment
ZEELEARN,Zee Learn
ZEEMEDIA,Zee Media Corp
ZENITHEXPO,Zenith Exports
ZENITHSTL,Zenith Steel Pipes
ZENSARTECH,Zensar Technologies
ZENTEC,Zen Technologies
ZFCVINDIA,ZF Comm Vehic Contr
ZFSTEERING,ZF Steering Gear
ZODIACLOTH,Zodiac Clothing Co
ZOTA,Zota Health Care
ZSARACOM,Saraswati Commercial
ZUARI,Zuari Agro Chem
ZUARIIND,Zuari Industries
ZYDUSLIFE,Zydus
ZYDUSWELL,Zydus Wellness
